UserID,F,M
345,0,1
346,1,0
347,1,0
348,0,1
349,0,1
350,0,1
351,0,1
352,0,1
353,1,0
354,0,1
355,0,1
356,0,1
357,0,1
358,1,0
359,0,1
360,0,1
361,1,0
362,0,1
363,0,1
364,1,0
365,1,0
366,0,1
367,0,1
368,0,1
369,0,1
370,0,1
371,0,1
372,1,0
373,1,0
374,1,0
375,0,1
376,0,1
377,0,1
378,1,0
379,1,0
380,0,1
381,0,1
382,1,0
383,1,0
384,0,1
385,0,1
386,0,1
387,1,0
388,1,0
389,0,1
390,0,1
391,0,1
392,0,1
393,0,1
394,0,1
395,0,1
396,0,1
397,0,1
398,0,1
399,1,0
400,1,0
401,0,1
402,0,1
403,0,1
404,0,1
405,0,1
406,0,1
407,0,1
408,0,1
409,0,1
410,1,0
411,1,0
412,0,1
413,0,1
414,0,1
415,1,0
416,0,1
417,1,0
418,1,0
419,0,1
420,0,1
421,1,0
422,0,1
423,0,1
424,0,1
425,0,1
426,0,1
427,0,1
428,1,0
429,0,1
430,1,0
431,0,1
432,0,1
433,0,1
434,1,0
435,0,1
436,0,1
437,0,1
438,0,1
439,0,1
440,0,1
441,0,1
442,0,1
443,0,1
444,0,1
445,0,1
446,1,0
447,1,0
448,0,1
449,0,1
450,0,1
451,0,1
452,0,1
453,0,1
454,0,1
455,1,0
456,0,1
457,0,1
458,0,1
459,1,0
460,0,1
461,0,1
462,0,1
463,0,1
464,1,0
465,0,1
466,0,1
467,1,0
468,1,0
469,0,1
470,1,0
471,0,1
472,0,1
473,1,0
474,0,1
475,1,0
476,0,1
477,0,1
478,0,1
479,0,1
480,1,0
481,0,1
482,0,1
483,0,1
484,1,0
485,0,1
486,0,1
487,1,0
488,0,1
489,0,1
490,0,1
491,0,1
492,0,1
493,0,1
494,1,0
495,0,1
496,0,1
497,1,0
498,0,1
499,1,0
500,1,0
501,0,1
502,0,1
503,0,1
504,0,1
505,0,1
506,0,1
507,1,0
508,0,1
509,0,1
510,0,1
511,1,0
512,0,1
513,0,1
514,0,1
515,0,1
516,1,0
517,1,0
518,1,0
519,1,0
520,1,0
521,0,1
522,0,1
523,0,1
524,0,1
525,0,1
526,0,1
527,1,0
528,1,0
529,0,1
530,0,1
531,1,0
532,0,1
533,0,1
534,0,1
535,0,1
536,0,1
537,0,1
538,0,1
539,0,1
540,0,1
541,1,0
542,0,1
543,0,1
544,0,1
545,0,1
546,1,0
547,0,1
548,1,0
549,0,1
550,0,1
551,0,1
552,0,1
553,0,1
554,0,1
555,0,1
556,1,0
557,0,1
558,0,1
559,1,0
560,0,1
561,1,0
562,0,1
563,0,1
564,0,1
565,0,1
566,0,1
567,0,1
568,1,0
569,1,0
570,0,1
571,0,1
572,0,1
573,1,0
574,0,1
575,0,1
576,1,0
577,0,1
578,0,1
579,0,1
580,0,1
581,0,1
582,0,1
583,1,0
584,1,0
585,0,1
586,0,1
587,0,1
588,1,0
589,0,1
590,1,0
591,0,1
592,0,1
593,1,0
594,1,0
595,0,1
596,1,0
597,0,1
598,0,1
599,0,1
600,0,1
601,1,0
602,1,0
603,1,0
604,0,1
605,1,0
606,1,0
607,0,1
608,0,1
609,0,1
610,0,1
611,0,1
612,0,1
613,0,1
614,0,1
615,0,1
616,0,1
617,1,0
618,0,1
619,1,0
620,0,1
621,0,1
622,0,1
623,0,1
624,0,1
625,1,0
626,0,1
627,0,1
628,1,0
629,1,0
630,1,0
631,0,1
632,0,1
633,0,1
634,1,0
635,0,1
636,0,1
637,0,1
638,0,1
639,0,1
640,0,1
641,1,0
642,1,0
643,0,1
644,0,1
645,0,1
646,0,1
647,0,1
648,1,0
649,0,1
650,0,1
651,0,1
652,0,1
653,0,1
654,0,1
655,1,0
656,1,0
657,1,0
658,1,0
659,1,0
660,0,1
661,0,1
662,0,1
663,1,0
664,0,1
665,0,1
666,1,0
667,0,1
668,1,0
669,0,1
670,0,1
671,0,1
672,0,1
673,0,1
674,0,1
675,0,1
676,0,1
677,0,1
678,0,1
679,0,1
680,0,1
681,0,1
682,0,1
683,0,1
684,0,1
685,0,1
686,0,1
687,1,0
688,0,1
689,1,0
690,0,1
691,0,1
692,1,0
693,0,1
694,0,1
695,1,0
696,0,1
697,1,0
698,0,1
699,0,1
700,0,1
701,1,0
702,0,1
703,1,0
704,1,0
705,0,1
706,0,1
707,0,1
708,0,1
709,0,1
710,0,1
711,0,1
712,0,1
713,0,1
714,0,1
715,0,1
716,0,1
717,0,1
718,0,1
719,0,1
720,0,1
721,1,0
722,0,1
723,0,1
724,0,1
725,0,1
726,1,0
727,0,1
728,0,1
729,0,1
730,0,1
731,0,1
732,0,1
733,0,1
734,0,1
735,0,1
736,0,1
737,0,1
738,0,1
739,0,1
740,0,1
741,0,1
742,0,1
743,1,0
744,0,1
745,0,1
746,1,0
747,0,1
748,0,1
749,0,1
750,1,0
751,1,0
752,1,0
753,0,1
754,0,1
755,1,0
756,0,1
757,0,1
758,0,1
759,1,0
760,0,1
761,0,1
762,0,1
763,0,1
764,0,1
765,0,1
766,1,0
767,0,1
768,0,1
769,0,1
770,0,1
771,1,0
772,0,1
773,0,1
774,0,1
775,0,1
776,1,0
777,0,1
778,0,1
779,0,1
780,0,1
781,0,1
782,0,1
783,0,1
784,0,1
785,0,1
786,0,1
787,0,1
788,0,1
789,0,1
790,0,1
791,0,1
792,0,1
793,1,0
794,0,1
795,1,0
796,0,1
797,1,0
798,1,0
799,1,0
800,1,0
801,1,0
802,0,1
803,0,1
804,0,1
805,0,1
806,0,1
807,0,1
808,0,1
809,0,1
810,0,1
811,0,1
812,0,1
813,0,1
814,1,0
815,0,1
816,0,1
817,0,1
818,0,1
819,0,1
820,0,1
821,0,1
822,1,0
823,0,1
824,0,1
825,0,1
826,1,0
827,0,1
828,0,1
829,0,1
830,0,1
831,1,0
832,0,1
833,0,1
834,1,0
835,0,1
836,0,1
837,0,1
838,0,1
839,0,1
840,1,0
841,1,0
842,1,0
843,0,1
844,0,1
845,1,0
846,0,1
847,1,0
848,0,1
849,0,1
850,0,1
851,0,1
852,0,1
853,0,1
854,1,0
855,1,0
856,1,0
857,0,1
858,0,1
859,0,1
860,0,1
861,0,1
862,0,1
863,0,1
864,1,0
865,0,1
866,0,1
867,0,1
868,0,1
869,0,1
870,1,0
871,0,1
872,0,1
873,0,1
874,0,1
875,0,1
876,0,1
877,0,1
878,0,1
879,0,1
880,0,1
881,0,1
882,0,1
883,1,0
884,0,1
885,0,1
886,1,0
887,1,0
888,1,0
889,0,1
890,0,1
891,0,1
892,0,1
893,1,0
894,0,1
895,0,1
896,0,1
897,0,1
898,0,1
899,1,0
900,1,0
901,1,0
902,0,1
903,0,1
904,0,1
905,1,0
906,0,1
907,1,0
908,1,0
909,0,1
910,1,0
911,0,1
912,1,0
913,0,1
914,1,0
915,0,1
916,1,0
917,0,1
918,1,0
919,1,0
920,0,1
921,0,1
922,0,1
923,0,1
924,0,1
925,1,0
926,0,1
927,1,0
928,1,0
929,0,1
930,0,1
931,1,0
932,1,0
933,0,1
934,1,0
935,0,1
936,0,1
937,0,1
938,1,0
939,1,0
940,0,1
941,0,1
942,1,0
943,1,0
944,0,1
945,0,1
946,0,1
947,0,1
948,0,1
949,0,1
950,0,1
951,0,1
952,0,1
953,0,1
954,1,0
955,1,0
956,0,1
957,0,1
958,0,1
959,0,1
960,0,1
961,0,1
962,1,0
963,0,1
964,0,1
965,0,1
966,0,1
967,1,0
968,0,1
969,1,0
970,0,1
971,0,1
972,0,1
973,1,0
974,0,1
975,0,1
976,0,1
977,0,1
978,0,1
979,0,1
980,0,1
981,0,1
982,1,0
983,1,0
984,0,1
985,0,1
986,1,0
987,1,0
988,0,1
989,0,1
990,0,1
991,1,0
992,1,0
993,0,1
994,0,1
995,1,0
996,0,1
997,0,1
998,0,1
999,0,1
1000,1,0
1001,0,1
1002,0,1
1003,0,1
1004,0,1
1005,0,1
1006,0,1
1007,0,1
1008,0,1
1009,0,1
1010,0,1
1011,0,1
1012,1,0
1013,0,1
1014,1,0
1015,0,1
1016,0,1
1017,0,1
1018,0,1
1019,0,1
1020,0,1
1021,0,1
1022,0,1
1023,0,1
1024,1,0
1025,0,1
1026,1,0
1027,0,1
1028,1,0
1029,0,1
1030,0,1
1031,0,1
1032,0,1
1033,0,1
1034,1,0
1035,0,1
1036,0,1
1037,0,1
1038,1,0
1039,1,0
1040,0,1
1041,0,1
1042,0,1
1043,1,0
1044,0,1
1045,1,0
1046,0,1
1047,0,1
1048,0,1
1049,0,1
1050,0,1
1051,1,0
1052,1,0
1053,0,1
1054,0,1
1055,0,1
1056,0,1
1057,0,1
1058,0,1
1059,1,0
1060,0,1
1061,0,1
1062,0,1
1063,0,1
1064,0,1
1065,1,0
1066,0,1
1067,0,1
1068,1,0
1069,0,1
1070,1,0
1071,0,1
1072,1,0
1073,1,0
1074,0,1
1075,1,0
1076,1,0
1077,0,1
1078,1,0
1079,0,1
1080,0,1
1081,0,1
1082,0,1
1083,0,1
1084,0,1
1085,0,1
1086,0,1
1087,0,1
1088,1,0
1089,0,1
1090,0,1
1091,0,1
1092,1,0
1093,0,1
1094,1,0
1095,1,0
1096,0,1
1097,0,1
1098,0,1
1099,0,1
1100,0,1
1101,0,1
1102,0,1
1103,1,0
1104,0,1
1105,0,1
1106,0,1
1107,1,0
1108,0,1
1109,0,1
1110,1,0
1111,1,0
1112,0,1
1113,0,1
1114,1,0
1115,1,0
1116,0,1
1117,0,1
1118,0,1
1119,0,1
1120,0,1
1121,0,1
1122,0,1
1123,0,1
1124,0,1
1125,1,0
1126,0,1
1127,0,1
1128,0,1
1129,0,1
1130,0,1
1131,0,1
1132,0,1
1133,0,1
1134,0,1
1135,0,1
1136,1,0
1137,0,1
1138,0,1
1139,0,1
1140,1,0
1141,1,0
1142,0,1
1143,0,1
1144,0,1
1145,0,1
1146,1,0
1147,0,1
1148,0,1
1149,0,1
1150,1,0
1151,0,1
1152,0,1
1153,0,1
1154,1,0
1155,0,1
1156,1,0
1157,0,1
1158,1,0
1159,0,1
1160,0,1
1161,0,1
1162,1,0
1163,0,1
1164,1,0
1165,0,1
1166,0,1
1167,1,0
1168,1,0
1169,0,1
1170,0,1
1171,0,1
1172,1,0
1173,1,0
1174,1,0
1175,1,0
1176,0,1
1177,1,0
1178,0,1
1179,0,1
1180,1,0
1181,0,1
1182,0,1
1183,0,1
1184,1,0
1185,1,0
1186,0,1
1187,1,0
1188,0,1
1189,0,1
1190,0,1
1191,1,0
1192,0,1
1193,0,1
1194,1,0
1195,1,0
1196,1,0
1197,0,1
1198,0,1
1199,0,1
1200,0,1
1201,0,1
1202,0,1
1203,1,0
1204,0,1
1205,1,0
1206,1,0
1207,0,1
1208,0,1
1209,0,1
1210,0,1
1211,0,1
1212,1,0
1213,0,1
1214,0,1
1215,0,1
1216,0,1
1217,0,1
1218,0,1
1219,0,1
1220,0,1
1221,0,1
1222,0,1
1223,0,1
1224,0,1
1225,0,1
1226,0,1
1227,0,1
1228,0,1
1229,1,0
1230,0,1
1231,0,1
1232,1,0
1233,1,0
1234,0,1
1235,1,0
1236,1,0
1237,0,1
1238,1,0
1239,1,0
1240,1,0
1241,0,1
1242,1,0
1243,0,1
1244,0,1
1245,0,1
1246,0,1
1247,0,1
1248,1,0
1249,0,1
1250,0,1
1251,0,1
1252,0,1
1253,1,0
1254,1,0
1255,0,1
1256,0,1
1257,1,0
1258,0,1
1259,0,1
1260,0,1
1261,0,1
1262,0,1
1263,0,1
1264,0,1
1265,1,0
1266,0,1
1267,0,1
1268,0,1
1269,1,0
1270,0,1
1271,1,0
1272,0,1
1273,0,1
1274,0,1
1275,0,1
1276,0,1
1277,1,0
1278,0,1
1279,0,1
1280,0,1
1281,0,1
1282,0,1
1283,1,0
1284,0,1
1285,0,1
1286,0,1
1287,1,0
1288,1,0
1289,0,1
1290,0,1
1291,1,0
1292,0,1
1293,0,1
1294,1,0
1295,1,0
1296,0,1
1297,0,1
1298,0,1
1299,0,1
1300,0,1
1301,1,0
1302,0,1
1303,0,1
1304,0,1
1305,0,1
1306,0,1
1307,0,1
1308,0,1
1309,0,1
1310,0,1
1311,0,1
1312,0,1
1313,0,1
1314,1,0
1315,0,1
1316,0,1
1317,0,1
1318,0,1
1319,1,0
1320,0,1
1321,1,0
1322,0,1
1323,1,0
1324,0,1
1325,0,1
1326,1,0
1327,0,1
1328,0,1
1329,0,1
1330,0,1
1331,0,1
1332,0,1
1333,0,1
1334,0,1
1335,0,1
1336,1,0
1337,0,1
1338,0,1
1339,0,1
1340,0,1
1341,0,1
1342,0,1
1343,0,1
1344,1,0
1345,1,0
1346,0,1
1347,1,0
1348,1,0
1349,0,1
1350,1,0
1351,1,0
1352,0,1
1353,0,1
1354,1,0
1355,1,0
1356,1,0
1357,0,1
1358,0,1
1359,0,1
1360,0,1
1361,1,0
1362,0,1
1363,0,1
1364,1,0
1365,1,0
1366,0,1
1367,0,1
1368,1,0
1369,0,1
1370,0,1
1371,1,0
1372,0,1
1373,1,0
1374,0,1
1375,1,0
1376,1,0
1377,0,1
1378,1,0
1379,1,0
1380,0,1
1381,0,1
1382,1,0
1383,1,0
1384,0,1
1385,1,0
1386,1,0
1387,1,0
1388,0,1
1389,0,1
1390,0,1
1391,0,1
1392,0,1
1393,0,1
1394,1,0
1395,0,1
1396,1,0
1397,0,1
1398,1,0
1399,0,1
1400,0,1
1401,1,0
1402,0,1
1403,1,0
1404,0,1
1405,0,1
1406,0,1
1407,1,0
1408,0,1
1409,0,1
1410,0,1
1411,0,1
1412,0,1
1413,0,1
1414,0,1
1415,0,1
1416,0,1
1417,0,1
1418,0,1
1419,1,0
1420,0,1
1421,1,0
1422,0,1
1423,0,1
1424,0,1
1425,0,1
1426,0,1
1427,0,1
1428,1,0
1429,1,0
1430,0,1
1431,0,1
1432,0,1
1433,1,0
1434,1,0
1435,0,1
1436,1,0
1437,0,1
1438,0,1
1439,0,1
1440,0,1
1441,0,1
1442,0,1
1443,0,1
1444,1,0
1445,0,1
1446,0,1
1447,0,1
1448,1,0
1449,0,1
1450,0,1
1451,0,1
1452,1,0
1453,0,1
1454,0,1
1455,1,0
1456,0,1
1457,0,1
1458,0,1
1459,1,0
1460,1,0
1461,1,0
1462,0,1
1463,0,1
1464,0,1
1465,0,1
1466,0,1
1467,0,1
1468,0,1
1469,0,1
1470,0,1
1471,0,1
1472,0,1
1473,0,1
1474,0,1
1475,1,0
1476,1,0
1477,1,0
1478,0,1
1479,1,0
1480,0,1
1481,0,1
1482,0,1
1483,0,1
1484,0,1
1485,1,0
1486,0,1
1487,0,1
1488,0,1
1489,1,0
1490,0,1
1491,0,1
1492,0,1
1493,1,0
1494,0,1
1495,0,1
1496,0,1
1497,0,1
1498,0,1
1499,0,1
1500,0,1
1501,0,1
1502,0,1
1503,0,1
1504,0,1
1505,0,1
1506,0,1
1507,0,1
1508,1,0
1509,0,1
1510,1,0
1511,0,1
1512,0,1
1513,1,0
1514,0,1
1515,0,1
1516,1,0
1517,0,1
1518,0,1
1519,0,1
1520,0,1
1521,1,0
1522,0,1
1523,0,1
1524,0,1
1525,1,0
1526,0,1
1527,0,1
1528,0,1
1529,0,1
1530,0,1
1531,0,1
1532,0,1
1533,0,1
1534,0,1
1535,1,0
1536,1,0
1537,0,1
1538,0,1
1539,0,1
1540,0,1
1541,0,1
1542,0,1
1543,0,1
1544,0,1
1545,0,1
1546,0,1
1547,0,1
1548,0,1
1549,0,1
1550,0,1
1551,0,1
1552,0,1
1553,1,0
1554,1,0
1555,1,0
1556,0,1
1557,1,0
1558,0,1
1559,0,1
1560,1,0
1561,1,0
1562,0,1
1563,1,0
1564,0,1
1565,0,1
1566,0,1
1567,0,1
1568,1,0
1569,1,0
1570,0,1
1571,0,1
1572,1,0
1573,0,1
1574,0,1
1575,1,0
1576,1,0
1577,0,1
1578,0,1
1579,0,1
1580,1,0
1581,1,0
1582,0,1
1583,0,1
1584,0,1
1585,0,1
1586,0,1
1587,1,0
1588,0,1
1589,0,1
1590,0,1
1591,0,1
1592,0,1
1593,0,1
1594,1,0
1595,0,1
1596,1,0
1597,0,1
1598,0,1
1599,0,1
1600,0,1
1601,0,1
1602,1,0
1603,1,0
1604,0,1
1605,1,0
1606,1,0
1607,0,1
1608,0,1
1609,1,0
1610,0,1
1611,0,1
1612,0,1
1613,0,1
1614,0,1
1615,1,0
1616,0,1
1617,0,1
1618,0,1
1619,0,1
1620,0,1
1621,0,1
1622,0,1
1623,0,1
1624,0,1
1625,0,1
1626,0,1
1627,0,1
1628,0,1
1629,0,1
1630,0,1
1631,1,0
1632,0,1
1633,1,0
1634,1,0
1635,0,1
1636,1,0
1637,0,1
1638,1,0
1639,0,1
1640,0,1
1641,0,1
1642,0,1
1643,0,1
1644,0,1
1645,1,0
1646,0,1
1647,0,1
1648,0,1
1649,0,1
1650,0,1
1651,0,1
1652,0,1
1653,0,1
1654,1,0
1655,0,1
1656,0,1
1657,1,0
1658,1,0
1659,1,0
1660,1,0
1661,0,1
1662,0,1
1663,0,1
1664,1,0
1665,0,1
1666,0,1
1667,0,1
1668,0,1
1669,1,0
1670,1,0
1671,0,1
1672,0,1
1673,0,1
1674,0,1
1675,1,0
1676,0,1
1677,0,1
1678,1,0
1679,0,1
1680,0,1
1681,0,1
1682,0,1
1683,1,0
1684,0,1
1685,0,1
1686,0,1
1687,0,1
1688,1,0
1689,0,1
1690,0,1
1691,1,0
1692,0,1
1693,0,1
1694,0,1
1695,0,1
1696,0,1
1697,1,0
1698,0,1
1699,1,0
1700,0,1
1701,1,0
1702,0,1
1703,0,1
1704,0,1
1705,1,0
1706,0,1
1707,0,1
1708,0,1
1709,0,1
1710,0,1
1711,1,0
1712,0,1
1713,0,1
1714,0,1
1715,0,1
1716,0,1
1717,1,0
1718,0,1
1719,0,1
1720,0,1
1721,0,1
1722,0,1
1723,0,1
1724,0,1
1725,0,1
1726,0,1
1727,0,1
1728,0,1
1729,0,1
1730,1,0
1731,1,0
1732,0,1
1733,0,1
1734,0,1
1735,0,1
1736,0,1
1737,0,1
1738,0,1
1739,0,1
1740,0,1
1741,0,1
1742,0,1
1743,0,1
1744,0,1
1745,0,1
1746,0,1
1747,0,1
1748,0,1
1749,0,1
1750,0,1
1751,0,1
1752,0,1
1753,0,1
1754,0,1
1755,1,0
1756,1,0
1757,0,1
1758,1,0
1759,0,1
1760,1,0
1761,0,1
1762,0,1
1763,0,1
1764,0,1
1765,0,1
1766,1,0
1767,0,1
1768,0,1
1769,0,1
1770,0,1
1771,0,1
1772,0,1
1773,0,1
1774,0,1
1775,0,1
1776,0,1
1777,0,1
1778,0,1
1779,0,1
1780,0,1
1781,1,0
1782,0,1
1783,0,1
1784,0,1
1785,0,1
1786,0,1
1787,0,1
1788,0,1
1789,0,1
1790,0,1
1791,0,1
1792,1,0
1793,0,1
1794,0,1
1795,0,1
1796,0,1
1797,0,1
1798,0,1
1799,0,1
1800,0,1
1801,1,0
1802,0,1
1803,0,1
1804,0,1
1805,0,1
1806,0,1
1807,0,1
1808,1,0
1809,1,0
1810,0,1
1811,0,1
1812,1,0
1813,1,0
1814,0,1
1815,0,1
1816,1,0
1817,0,1
1818,0,1
1819,1,0
1820,0,1
1821,0,1
1822,1,0
1823,1,0
1824,1,0
1825,0,1
1826,0,1
1827,1,0
1828,0,1
1829,0,1
1830,0,1
1831,0,1
1832,1,0
1833,0,1
1834,0,1
1835,0,1
1836,0,1
1837,0,1
1838,0,1
1839,0,1
1840,0,1
1841,0,1
1842,0,1
1843,0,1
1844,1,0
1845,0,1
1846,0,1
1847,0,1
1848,0,1
1849,0,1
1850,0,1
1851,0,1
1852,0,1
1853,0,1
1854,0,1
1855,0,1
1856,0,1
1857,0,1
1858,1,0
1859,1,0
1860,0,1
1861,0,1
1862,0,1
1863,0,1
1864,0,1
1865,1,0
1866,0,1
1867,0,1
1868,0,1
1869,0,1
1870,0,1
1871,1,0
1872,0,1
1873,0,1
1874,0,1
1875,0,1
1876,0,1
1877,1,0
1878,0,1
1879,0,1
1880,0,1
1881,0,1
1882,0,1
1883,1,0
1884,0,1
1885,0,1
1886,0,1
1887,0,1
1888,0,1
1889,0,1
1890,0,1
1891,0,1
1892,0,1
1893,1,0
1894,1,0
1895,0,1
1896,0,1
1897,1,0
1898,0,1
1899,1,0
1900,0,1
1901,0,1
1902,0,1
1903,0,1
1904,0,1
1905,1,0
1906,1,0
1907,0,1
1908,0,1
1909,0,1
1910,0,1
1911,1,0
1912,0,1
1913,0,1
1914,1,0
1915,0,1
1916,0,1
1917,0,1
1918,1,0
1919,0,1
1920,1,0
1921,0,1
1922,1,0
1923,0,1
1924,1,0
1925,0,1
1926,1,0
1927,0,1
1928,0,1
1929,1,0
1930,0,1
1931,0,1
1932,0,1
1933,0,1
1934,0,1
1935,0,1
1936,0,1
1937,0,1
1938,1,0
1939,1,0
1940,0,1
1941,0,1
1942,0,1
1943,0,1
1944,1,0
1945,0,1
1946,0,1
1947,0,1
1948,0,1
1949,0,1
1950,0,1
1951,1,0
1952,0,1
1953,1,0
1954,0,1
1955,0,1
1956,0,1
1957,1,0
1958,1,0
1959,1,0
1960,0,1
1961,1,0
1962,1,0
1963,1,0
1964,1,0
1965,0,1
1966,0,1
1967,0,1
1968,0,1
1969,1,0
1970,0,1
1971,1,0
1972,0,1
1973,0,1
1974,0,1
1975,0,1
1976,0,1
1977,0,1
1978,0,1
1979,0,1
1980,0,1
1981,0,1
1982,0,1
1983,0,1
1984,0,1
1985,0,1
1986,0,1
1987,0,1
1988,1,0
1989,0,1
1990,0,1
1991,0,1
1992,0,1
1993,0,1
1994,0,1
1995,0,1
1996,0,1
1997,0,1
1998,1,0
1999,1,0
2000,0,1
2001,0,1
2002,1,0
2003,0,1
2004,0,1
2005,0,1
2006,0,1
2007,0,1
2008,0,1
2009,1,0
2010,0,1
2011,1,0
2012,0,1
2013,0,1
2014,0,1
2015,0,1
2016,1,0
2017,0,1
2018,0,1
2019,0,1
2020,0,1
2021,0,1
2022,0,1
2023,0,1
2024,0,1
2025,0,1
2026,0,1
2027,1,0
2028,0,1
2029,1,0
2030,0,1
2031,0,1
2032,0,1
2033,1,0
2034,1,0
2035,1,0
2036,1,0
2037,0,1
2038,1,0
2039,0,1
2040,1,0
2041,1,0
2042,0,1
2043,0,1
2044,1,0
2045,1,0
2046,0,1
2047,0,1
2048,0,1
2049,1,0
2050,1,0
2051,0,1
2052,0,1
2053,0,1
2054,0,1
2055,0,1
2056,0,1
2057,0,1
2058,1,0
2059,0,1
2060,0,1
2061,0,1
2062,0,1
2063,0,1
2064,0,1
2065,0,1
2066,1,0
2067,0,1
2068,1,0
2069,0,1
2070,1,0
2071,0,1
2072,1,0
2073,1,0
2074,0,1
2075,1,0
2076,0,1
2077,0,1
2078,0,1
2079,0,1
2080,0,1
2081,0,1
2082,0,1
2083,0,1
2084,0,1
2085,0,1
2086,0,1
2087,0,1
2088,0,1
2089,0,1
2090,0,1
2091,1,0
2092,0,1
2093,0,1
2094,0,1
2095,0,1
2096,1,0
2097,0,1
2098,0,1
2099,1,0
2100,1,0
2101,0,1
2102,0,1
2103,0,1
2104,0,1
2105,0,1
2106,1,0
2107,0,1
2108,0,1
2109,0,1
2110,0,1
2111,0,1
2112,1,0
2113,0,1
2114,0,1
2115,0,1
2116,0,1
2117,0,1
2118,0,1
2119,0,1
2120,0,1
2121,0,1
2122,0,1
2123,1,0
2124,0,1
2125,0,1
2126,0,1
2127,0,1
2128,1,0
2129,0,1
2130,0,1
2131,0,1
2132,0,1
2133,1,0
2134,0,1
2135,0,1
2136,0,1
2137,1,0
2138,1,0
2139,1,0
2140,0,1
